0.024, VoltageCellMuxSelect, 1
0.024, VoltageCell04, 3.5
0.024, VoltageCell05, 3.5
0.024, VoltageCell06, 3.5
0.025, VoltageBusLV, 11.135
0.025, CurrentBusLV, 0.31
0.025, PowerBusLV, 65535
0.025, CurrentOutputDCDC, 0.0
0.025, Status_DCDC, Invalid
0.025, VoltageOutputDCDC, 0.0
0.025, AdjustedVoltageCellMuxSelect, 1
0.025, AdjustedVoltageCell04, 0.0
0.025, AdjustedVoltageCell05, 0.0
0.025, AdjustedVoltageCell06, 0.0
0.028, TempChannelMuxSelect, 1
0.028, TempChannel04, 0.0
0.028, TempChannel05, 0.0
0.028, TempChannel06, 0.0
0.034, VCU_wheelSpeed_RL, 0.0
0.034, VCU_wheelSpeed_RR, 0.0
0.036, RLSpeedKPH, 0.0
0.036, RRSpeedKPH, 0.0
0.036, FLSpeedKPH, 0.0
0.036, FRSpeedKPH, 0.0
0.038, TCTorqueMax, 3.392
0.038, TCLeftSlip, -0.999
0.038, TCRightSlip, -0.999
0.038, TCTorqueAdjustment, 0.0
0.069, VCU_wheelSpeed_RL, 0.0
0.069, VCU_wheelSpeed_RR, 0.0
0.071, RLSpeedKPH, 0.0
0.071, RRSpeedKPH, 0.0
0.071, FLSpeedKPH, 0.0
0.071, FRSpeedKPH, 0.0
0.073, TCTorqueMax, 3.392
0.073, TCLeftSlip, -0.999
0.073, TCRightSlip, -0.999
0.073, TCTorqueAdjustment, 0.0
0.074, VoltageCellMuxSelect, 2
0.074, VoltageCell07, 3.5
0.074, VoltageCell08, 3.5
0.074, VoltageCell09, 3.5
0.076, AdjustedVoltageCellMuxSelect, 2
0.076, AdjustedVoltageCell07, 0.0
0.076, AdjustedVoltageCell08, 0.0
0.076, AdjustedVoltageCell09, 0.0
0.078, TempChannelMuxSelect, 2
0.078, TempChannel07, 0.0
0.078, TempChannel08, 0.0
0.078, TempChannel09, 0.0
0.104, VCU_wheelSpeed_RL, 0.0
0.104, VCU_wheelSpeed_RR, 0.0
0.106, RLSpeedKPH, 0.0
0.106, RRSpeedKPH, 0.0
0.106, FLSpeedKPH, 0.0
0.106, FRSpeedKPH, 0.0
0.108, TCTorqueMax, 3.392
0.108, TCLeftSlip, -0.999
0.108, TCRightSlip, -0.999
0.108, TCTorqueAdjustment, 0.0
0.124, VoltageCellMuxSelect, 3
0.124, VoltageCell10, 3.3466
0.124, VoltageCell11, 3.2004
0.124, VoltageCell12, 3.2024000000000004
0.139, VCU_wheelSpeed_RL, 0.0
0.139, VCU_wheelSpeed_RR, 0.0
0.141, RLSpeedKPH, 0.0
0.141, RRSpeedKPH, 0.0
0.141, FLSpeedKPH, 0.0
0.141, FRSpeedKPH, 0.0
0.143, TCTorqueMax, 3.392
0.143, TCLeftSlip, -0.999
0.143, TCRightSlip, -0.999
0.143, TCTorqueAdjustment, 0.0
0.145, StateBatteryChargeHV, 0.0
0.145, StateBatteryHealthHV, 0.0
0.145, StateBatteryPowerHV, 331.90000000000003
0.145, TempCellMax, 156.0
0.145, TempCellMin, 55.0
0.145, StateBMS, Wait_System_Up
0.145, HighestTempThermistor, 0
0.145, AdjustedVoltageCellMuxSelect, 3
0.145, AdjustedVoltageCell10, 3.3466
0.145, AdjustedVoltageCell11, 3.2004
0.145, AdjustedVoltageCell12, 3.2024000000000004
0.147, TempChannelMuxSelect, 3
0.147, TempChannel10, 0.0
0.147, TempChannel11, 0.0
0.147, TempChannel12, 0.0
0.174, VoltageCellMuxSelect, 4
0.174, VoltageCell13, 3.1946000000000003
0.174, VoltageCell14, 3.1958
0.174, VoltageCell15, 3.1985
0.174, VCU_wheelSpeed_RL, 0.0
0.174, VCU_wheelSpeed_RR, 0.0
0.176, AdjustedVoltageCellMuxSelect, 4
0.176, AdjustedVoltageCell13, 3.1946000000000003
0.176, AdjustedVoltageCell14, 3.1958
0.176, AdjustedVoltageCell15, 3.1985
0.176, RLSpeedKPH, 0.0
0.176, RRSpeedKPH, 0.0
0.176, FLSpeedKPH, 0.0
0.176, FRSpeedKPH, 0.0
0.178, TempChannelMuxSelect, 4
0.178, TempChannel13, 0.0
0.178, TempChannel14, 0.0
0.178, TempChannel15, 34.670000000000016
0.178, TCTorqueMax, 3.392
0.178, TCLeftSlip, -0.999
0.178, TCRightSlip, -0.999
0.178, TCTorqueAdjustment, 0.0
0.209, VCU_wheelSpeed_RL, 0.0
0.209, VCU_wheelSpeed_RR, 0.0
0.211, RLSpeedKPH, 0.0
0.211, RRSpeedKPH, 0.0
0.211, FLSpeedKPH, 0.0
0.211, FRSpeedKPH, 0.0
0.213, TCTorqueMax, 3.392
0.213, TCLeftSlip, -0.999
0.213, TCRightSlip, -0.999
0.213, TCTorqueAdjustment, 0.0
0.224, VoltageCellMuxSelect, 5
0.224, VoltageCell16, 3.1872000000000003
0.224, VoltageCell17, 3.2058
0.224, VoltageCell18, 3.3596000000000004
0.244, VCU_wheelSpeed_RL, 0.0
0.244, VCU_wheelSpeed_RR, 0.0
0.245, StateBatteryChargeHV, 16.7
0.245, StateBatteryHealthHV, 0.0
0.245, StateBatteryPowerHV, 331.90000000000003
0.245, TempCellMax, 156.0
0.245, TempCellMin, 55.0
0.245, StateBMS, Wait_System_Up
0.245, HighestTempThermistor, 0
0.245, AdjustedVoltageCellMuxSelect, 5
0.245, AdjustedVoltageCell16, 3.1872000000000003
0.245, AdjustedVoltageCell17, 3.2057
0.245, AdjustedVoltageCell18, 3.3596000000000004
0.246, RLSpeedKPH, 0.0
0.246, RRSpeedKPH, 0.0
0.246, FLSpeedKPH, 0.0
0.246, FRSpeedKPH, 0.0
0.247, TempChannelMuxSelect, 5
0.247, TempChannel16, 36.81999999999999
0.247, TempChannel17, 0.0
0.247, TempChannel18, 0.0
0.248, TCTorqueMax, 3.392
0.248, TCLeftSlip, -0.999
0.248, TCRightSlip, -0.999
0.248, TCTorqueAdjustment, 0.0
0.274, VoltageCellMuxSelect, 6
0.274, VoltageCell19, 3.3437
0.274, VoltageCell20, 3.3454
0.274, VoltageCell21, 3.2083000000000004
0.276, AdjustedVoltageCellMuxSelect, 6
0.276, AdjustedVoltageCell19, 3.3437
0.276, AdjustedVoltageCell20, 3.3454
0.276, AdjustedVoltageCell21, 3.2081
0.278, TempChannelMuxSelect, 6
0.278, TempChannel19, 0.0
0.278, TempChannel20, 0.0
0.278, TempChannel21, 0.0
0.279, VCU_wheelSpeed_RL, 0.0
0.279, VCU_wheelSpeed_RR, 0.0
0.281, RLSpeedKPH, 0.0
0.281, RRSpeedKPH, 0.0
0.281, FLSpeedKPH, 0.0
0.281, FRSpeedKPH, 0.0
0.283, TCTorqueMax, 3.392
0.283, TCLeftSlip, -0.999
0.283, TCRightSlip, -0.999
0.283, TCTorqueAdjustment, 0.0
0.314, VCU_wheelSpeed_RL, 0.0
0.314, VCU_wheelSpeed_RR, 0.0
0.316, RLSpeedKPH, 0.0
0.316, RRSpeedKPH, 0.0
0.316, FLSpeedKPH, 0.0
0.316, FRSpeedKPH, 0.0
0.318, TCTorqueMax, 3.392
0.318, TCLeftSlip, -0.999
0.318, TCRightSlip, -0.999
0.318, TCTorqueAdjustment, 0.0
0.324, VoltageCellMuxSelect, 7
0.324, VoltageCell22, 3.1968
0.324, VoltageCell23, 3.1975000000000002
0.324, VoltageCell24, 3.2023
0.346, StateBatteryChargeHV, 16.7
0.346, StateBatteryHealthHV, 0.0
0.346, StateBatteryPowerHV, 331.90000000000003
0.346, TempCellMax, 156.0
0.346, TempCellMin, 55.0
0.346, StateBMS, Wait_System_Up
0.346, HighestTempThermistor, 0
0.346, AdjustedVoltageCellMuxSelect, 7
0.346, AdjustedVoltageCell22, 3.1967000000000003
0.346, AdjustedVoltageCell23, 3.1975000000000002
0.346, AdjustedVoltageCell24, 3.2023
0.348, TempChannelMuxSelect, 7
0.348, TempChannel22, 0.0
0.348, TempChannel23, 0.0
0.348, TempChannel24, 0.0
0.349, VCU_wheelSpeed_RL, 0.0
0.349, VCU_wheelSpeed_RR, 0.0
0.351, RLSpeedKPH, 0.0
0.351, RRSpeedKPH, 0.0
0.351, FLSpeedKPH, 0.0
0.351, FRSpeedKPH, 0.0
0.353, TCTorqueMax, 3.392
0.353, TCLeftSlip, -0.999
0.353, TCRightSlip, -0.999
0.353, TCTorqueAdjustment, 0.0
0.374, VoltageCellMuxSelect, 8
0.374, VoltageCell25, 3.0857
0.374, VoltageCell26, 3.1956
0.374, VoltageCell27, 3.218
0.376, AdjustedVoltageCellMuxSelect, 8
0.376, AdjustedVoltageCell25, 3.0857
0.376, AdjustedVoltageCell26, 3.1955
0.376, AdjustedVoltageCell27, 3.2165000000000004
0.378, TempChannelMuxSelect, 8
0.378, TempChannel25, 0.0
0.378, TempChannel26, 0.0
0.378, TempChannel27, 0.0
0.384, VCU_wheelSpeed_RL, 0.0
0.384, VCU_wheelSpeed_RR, 0.0
0.386, RLSpeedKPH, 0.0
0.386, RRSpeedKPH, 0.0
0.386, FLSpeedKPH, 0.0
0.386, FRSpeedKPH, 0.0
0.388, TCTorqueMax, 3.392
0.388, TCLeftSlip, -0.999
0.388, TCRightSlip, -0.999
0.388, TCTorqueAdjustment, 0.0
0.419, VCU_wheelSpeed_RL, 0.0
0.419, VCU_wheelSpeed_RR, 0.0
0.421, RLSpeedKPH, 0.0
0.421, RRSpeedKPH, 0.0
0.421, FLSpeedKPH, 0.0
0.421, FRSpeedKPH, 0.0
0.423, TCTorqueMax, 3.392
0.423, TCLeftSlip, -0.999
0.423, TCRightSlip, -0.999
0.423, TCTorqueAdjustment, 0.0
0.424, VoltageCellMuxSelect, 9
0.424, VoltageCell28, 3.3908
0.424, VoltageCell29, 3.3495000000000004
0.424, VoltageCell30, 3.3515
0.446, StateBatteryChargeHV, 16.7
0.446, StateBatteryHealthHV, 0.0
0.446, StateBatteryPowerHV, 331.90000000000003
0.446, TempCellMax, 156.0
0.446, TempCellMin, 55.0
0.446, StateBMS, Wait_System_Up
0.446, HighestTempThermistor, 0
0.446, AdjustedVoltageCellMuxSelect, 9
0.446, AdjustedVoltageCell28, 3.3921
0.446, AdjustedVoltageCell29, 3.3495000000000004
0.446, AdjustedVoltageCell30, 3.3515
0.448, TempChannelMuxSelect, 9
0.448, TempChannel28, 37.06
0.448, TempChannel29, 37.33000000000001
0.448, TempChannel30, 35.68000000000001
0.454, VCU_wheelSpeed_RL, 0.0
0.454, VCU_wheelSpeed_RR, 0.0
0.456, RLSpeedKPH, 0.0
0.456, RRSpeedKPH, 0.0
0.456, FLSpeedKPH, 0.0
0.456, FRSpeedKPH, 0.0
0.458, TCTorqueMax, 3.392
0.458, TCLeftSlip, -0.999
0.458, TCRightSlip, -0.999
0.458, TCTorqueAdjustment, 0.0
0.474, VoltageCellMuxSelect, 10
0.474, VoltageCell31, 3.0639000000000003
0.474, VoltageCell32, 3.1943
0.474, VoltageCell33, 3.2006
0.476, AdjustedVoltageCellMuxSelect, 10
0.476, AdjustedVoltageCell31, 3.0635000000000003
0.476, AdjustedVoltageCell32, 3.1943
0.476, AdjustedVoltageCell33, 3.2006
0.478, TempChannelMuxSelect, 10
0.478, TempChannel31, 24.519999999999996
0.478, TempChannel32, 0.0
0.478, TempChannel33, 0.0
0.489, VCU_wheelSpeed_RL, 0.0
0.489, VCU_wheelSpeed_RR, 0.0
0.491, RLSpeedKPH, 0.0
0.491, RRSpeedKPH, 0.0
0.491, FLSpeedKPH, 0.0
0.491, FRSpeedKPH, 0.0
0.493, TCTorqueMax, 3.392
0.493, TCLeftSlip, -0.999
0.493, TCRightSlip, -0.999
0.493, TCTorqueAdjustment, 0.0
0.499, ThrottlePercent, 0
0.499, BrakePercent, 0
0.499, FrontBrakePressure, 10
0.499, SteeringAngle, 102
0.499, BrakeWhileThrottle, 0
0.524, VoltageCellMuxSelect, 11
0.524, VoltageCell34, 3.1982
0.524, VoltageCell35, 3.1966
0.524, VoltageCell36, 3.1922
0.524, VCU_wheelSpeed_RL, 0.0
0.524, VCU_wheelSpeed_RR, 0.0
0.525, VoltageBusLV, 11.1
0.525, CurrentBusLV, 0.373
0.525, PowerBusLV, 65535
0.526, RLSpeedKPH, 0.0
0.526, RRSpeedKPH, 0.0
0.526, FLSpeedKPH, 0.0
0.526, FRSpeedKPH, 0.0
0.528, TCTorqueMax, 3.392
0.528, TCLeftSlip, -0.999
0.528, TCRightSlip, -0.999
0.528, TCTorqueAdjustment, 0.0
0.545, StateBatteryChargeHV, 16.7
0.545, StateBatteryHealthHV, 0.0
0.545, StateBatteryPowerHV, 331.90000000000003
0.545, TempCellMax, 156.0
0.545, TempCellMin, 55.0
0.545, StateBMS, Wait_System_Up
0.545, HighestTempThermistor, 0
0.545, AdjustedVoltageCellMuxSelect, 11
0.545, AdjustedVoltageCell34, 3.1982
0.545, AdjustedVoltageCell35, 3.1966
0.545, AdjustedVoltageCell36, 3.1922
0.547, TempChannelMuxSelect, 11
0.547, TempChannel34, 0.0
0.547, TempChannel35, 0.0
0.547, TempChannel36, 0.0
0.549, ThrottlePercent, 0
0.549, BrakePercent, 0
0.549, FrontBrakePressure, 10
0.549, SteeringAngle, 102
0.549, BrakeWhileThrottle, 0
0.617, VCU_wheelSpeed_RL, 0.0
0.617, VCU_wheelSpeed_RR, 0.0
0.617, RLSpeedKPH, 0.0
0.617, RRSpeedKPH, 0.0
0.617, FLSpeedKPH, 0.0
0.617, FRSpeedKPH, 0.0
0.617, TCTorqueMax, 3.392
0.617, TCLeftSlip, -0.999
0.617, TCRightSlip, -0.999
0.617, TCTorqueAdjustment, 0.0
0.617, VoltageCellMuxSelect, 12
0.617, VoltageCell37, 3.2121
0.617, VoltageCell38, 3.3571
0.617, VoltageCell39, 3.3476000000000004
0.617, AdjustedVoltageCellMuxSelect, 12
0.617, AdjustedVoltageCell37, 3.2114000000000003
0.617, AdjustedVoltageCell38, 3.3575000000000004
0.617, AdjustedVoltageCell39, 3.3475
0.617, TempChannelMuxSelect, 12
0.617, TempChannel37, 0.0
0.617, TempChannel38, 0.0
0.617, TempChannel39, 0.0
0.617, VCU_wheelSpeed_RL, 0.0
0.617, VCU_wheelSpeed_RR, 0.0
0.617, RLSpeedKPH, 0.0
0.617, RRSpeedKPH, 0.0
0.617, FLSpeedKPH, 0.0
0.617, FRSpeedKPH, 0.0
0.618, TCTorqueMax, 3.392
0.618, TCLeftSlip, -0.999
0.618, TCRightSlip, -0.999
0.618, TCTorqueAdjustment, 0.0
0.618, ThrottlePercent, 0
0.618, BrakePercent, 0
0.618, FrontBrakePressure, 10
0.618, SteeringAngle, 102
0.618, BrakeWhileThrottle, 0
0.624, VoltageCellMuxSelect, 13
0.624, VoltageCell40, 3.346
0.624, VoltageCell41, 3.3547000000000002
0.624, VoltageCell42, 3.3922000000000003
0.629, VCU_wheelSpeed_RL, 0.0
0.629, VCU_wheelSpeed_RR, 0.0
0.631, RLSpeedKPH, 0.0
0.631, RRSpeedKPH, 0.0
0.631, FLSpeedKPH, 0.0
0.631, FRSpeedKPH, 0.0
0.633, TCTorqueMax, 3.392
0.633, TCLeftSlip, -0.999
0.633, TCRightSlip, -0.999
0.633, TCTorqueAdjustment, 0.0
0.646, StateBatteryChargeHV, 16.7
0.646, StateBatteryHealthHV, 0.0
0.646, StateBatteryPowerHV, 331.90000000000003
0.646, TempCellMax, 156.0
0.646, TempCellMin, 55.0
0.646, StateBMS, Wait_System_Up
0.646, HighestTempThermistor, 0
0.646, AdjustedVoltageCellMuxSelect, 13
0.646, AdjustedVoltageCell40, 3.3459000000000003
0.646, AdjustedVoltageCell41, 3.3544
0.646, AdjustedVoltageCell42, 3.3921
0.648, TempChannelMuxSelect, 13
0.648, TempChannel40, 0.0
0.648, TempChannel41, 0.0
0.648, TempChannel42, 36.120000000000005
0.649, ThrottlePercent, 0
0.649, BrakePercent, 0
0.649, FrontBrakePressure, 10
0.649, SteeringAngle, 102
0.649, BrakeWhileThrottle, 0
0.664, VCU_wheelSpeed_RL, 0.0
0.664, VCU_wheelSpeed_RR, 0.0
0.666, RLSpeedKPH, 0.0
0.666, RRSpeedKPH, 0.0
0.666, FLSpeedKPH, 0.0
0.666, FRSpeedKPH, 0.0
0.668, TCTorqueMax, 3.392
0.668, TCLeftSlip, -0.999
0.668, TCRightSlip, -0.999
0.668, TCTorqueAdjustment, 0.0
0.675, VoltageCellMuxSelect, 14
0.675, VoltageCell43, 3.3946
0.675, VoltageCell44, 3.3944
0.675, VoltageCell45, 3.3921
0.677, AdjustedVoltageCellMuxSelect, 14
0.677, AdjustedVoltageCell43, 3.3945000000000003
0.677, AdjustedVoltageCell44, 3.3942
0.677, AdjustedVoltageCell45, 3.3921
0.679, TempChannelMuxSelect, 14
0.679, TempChannel43, 35.69
0.679, TempChannel44, 36.879999999999995
0.679, TempChannel45, 36.22
0.699, ThrottlePercent, 0
0.699, BrakePercent, 0
0.699, FrontBrakePressure, 10
0.699, SteeringAngle, 102
0.699, BrakeWhileThrottle, 0
0.699, VCU_wheelSpeed_RL, 0.0
0.699, VCU_wheelSpeed_RR, 0.0
0.701, RLSpeedKPH, 0.0
0.701, RRSpeedKPH, 0.0
0.701, FLSpeedKPH, 0.0
0.701, FRSpeedKPH, 0.0
0.703, TCTorqueMax, 3.392
0.703, TCLeftSlip, -0.999
0.703, TCRightSlip, -0.999
0.703, TCTorqueAdjustment, 0.0
0.724, VoltageCellMuxSelect, 15
0.724, VoltageCell46, 3.3962000000000003
0.724, VoltageCell47, 3.3631
0.724, VoltageCell48, 3.5170000000000003
0.727, AdjustedVoltageCellMuxSelect, 15
0.727, AdjustedVoltageCell46, 3.3962000000000003
0.727, AdjustedVoltageCell47, 3.3627000000000002
0.727, AdjustedVoltageCell48, 3.5173
0.729, TempChannelMuxSelect, 15
0.729, TempChannel46, 36.95000000000002
0.729, TempChannel47, 37.349999999999994
0.729, TempChannel48, 0.0
0.734, VCU_wheelSpeed_RL, 0.0
0.734, VCU_wheelSpeed_RR, 0.0
0.736, RLSpeedKPH, 0.0
0.736, RRSpeedKPH, 0.0
0.736, FLSpeedKPH, 0.0
0.736, FRSpeedKPH, 0.0
0.738, TCTorqueMax, 3.392
0.738, TCLeftSlip, -0.999
0.738, TCRightSlip, -0.999
0.738, TCTorqueAdjustment, 0.0
0.749, ThrottlePercent, 0
0.749, BrakePercent, 0
0.749, FrontBrakePressure, 10
0.749, SteeringAngle, 102
0.749, BrakeWhileThrottle, 0
0.75, StateBatteryChargeHV, 16.7
0.75, StateBatteryHealthHV, 0.0
0.75, StateBatteryPowerHV, 331.90000000000003
0.75, TempCellMax, 156.0
0.75, TempCellMin, 55.0
0.75, StateBMS, Wait_System_Up
0.75, HighestTempThermistor, 0
0.769, VCU_wheelSpeed_RL, 0.0
0.769, VCU_wheelSpeed_RR, 0.0
0.771, RLSpeedKPH, 0.0
0.771, RRSpeedKPH, 0.0
0.771, FLSpeedKPH, 0.0
0.771, FRSpeedKPH, 0.0
0.773, TCTorqueMax, 3.392
0.773, TCLeftSlip, -0.999
0.773, TCRightSlip, -0.999
0.773, TCTorqueAdjustment, 0.0
0.774, VoltageCellMuxSelect, 16
0.774, VoltageCell49, 3.4866
0.774, VoltageCell50, 3.4843
0.774, VoltageCell51, 3.3466
0.778, AdjustedVoltageCellMuxSelect, 16
0.778, AdjustedVoltageCell49, 3.4866
0.778, AdjustedVoltageCell50, 3.4842
0.778, AdjustedVoltageCell51, 3.3449
0.78, TempChannelMuxSelect, 16
0.78, TempChannel49, 0.0
0.78, TempChannel50, 0.0
0.78, TempChannel51, 0.0
0.799, ThrottlePercent, 0
0.799, BrakePercent, 0
0.799, FrontBrakePressure, 10
0.799, SteeringAngle, 102
0.799, BrakeWhileThrottle, 0
0.804, VCU_wheelSpeed_RL, 0.0
0.804, VCU_wheelSpeed_RR, 0.0
0.806, RLSpeedKPH, 0.0
0.806, RRSpeedKPH, 0.0
0.806, FLSpeedKPH, 0.0
0.806, FRSpeedKPH, 0.0
0.808, TCTorqueMax, 3.392
0.808, TCLeftSlip, -0.999
0.808, TCRightSlip, -0.999
0.808, TCTorqueAdjustment, 0.0
0.824, VoltageCellMuxSelect, 17
